,30-Jun-26,USD,,,,,,,,,,,,,,,,,,,
,Today,6/16/2026,,,,,,,,,,,,,,,,,,,
,,,,30-Jun-25,31-Jul-25,31-Aug-25,30-Sep-25,31-Oct-25,30-Nov-25,31-Dec-25,31-Jan-26,28-Feb-26,31-Mar-26,30-Apr-26,31-May-26,30-Jun-26,30-Jun-26,30-Jun-26,,,
No.,Club,Categories,,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,Target,MTD,Projection,% Target,MoM,YoY
,VVO,Chi phí lương - Yoga,Staffing - Yoga," 4,017 "," 4,168 "," 3,953 "," 4,054 "," 4,031 "," 4,099 "," 3,991 "," 4,092 "," 4,111 "," 4,092 "," 4,058 "," 4,066 "," 4,058 "," 2,166 "," 4,062 ",100%,0%,1%
,VVO,Chi phí lương - GX,Staffing - GX," 1,969 "," 1,379 "," 1,649 "," 1,601 "," 1,691 "," 1,513 "," 1,756 "," 1,670 "," 1,709 "," 1,680 "," 1,869 "," 1,859 "," 1,869 ", 994 ," 1,864 ",100%,0%,-5%
,VVO,Chi phí lương - MS,Staffing - MS," 5,412 "," 5,978 "," 5,963 "," 6,615 "," 5,902 "," 6,064 "," 6,402 "," 7,786 "," 7,012 "," 7,024 "," 7,129 "," 7,228 "," 6,933 "," 3,829 "," 7,179 ",104%,-1%,33%
,VVO,Chi phí lương - CMO,Staffing - CMO," 1,144 "," 1,163 "," 1,059 "," 1,102 "," 1,087 "," 1,118 "," 1,113 "," 1,182 "," 1,128 "," 1,143 "," 1,063 "," 1,108 "," 1,063 ", 579 ," 1,086 ",102%,-2%,-5%
,VVO,Chi phí cố định,Total Fixed cost," 30,234 "," 29,229 "," 30,765 "," 29,482 "," 29,405 "," 28,683 "," 32,241 "," 29,463 "," 26,341 "," 25,083 "," 29,510 "," 29,146 "," 29,807 "," 15,641 "," 29,328 ",98%,1%,-3%
,VVO,Sửa chữa & bảo trì,Repair & maintenance," 2,948 "," 2,803 "," 2,836 "," 2,547 "," 1,751 "," 1,848 "," 1,674 "," 1,677 "," 1,197 "," 1,999 "," 1,281 "," 1,522 "," 2,547 ", 748 ," 1,402 ",55%,-8%,-52%
,VVO,Vật tư tiêu hao,Supplies," 2,786 "," 2,704 "," 2,686 "," 2,464 "," 2,589 "," 2,200 "," 2,728 "," 2,335 "," 1,729 "," 1,863 "," 2,558 "," 2,984 "," 2,513 "," 1,478 "," 2,771 ",110%,-7%,-1%
,VVO,Vật tư tiêu hao,Utilities," 14,108 "," 13,865 "," 14,609 "," 14,395 "," 14,137 "," 14,304 "," 14,137 "," 13,994 "," 13,527 "," 10,428 "," 14,796 "," 14,355 "," 13,767 "," 7,774 "," 14,575 ",106%,2%,3%
,VVO,Chi phí chung khác,Other OH," 10,391 "," 9,857 "," 10,634 "," 10,077 "," 10,928 "," 10,331 "," 13,702 "," 11,458 "," 9,888 "," 10,793 "," 10,874 "," 10,285 "," 10,981 "," 5,642 "," 10,580 ",96%,3%,2%
,VVO,Giặt khăn,Laundry Service," 3,122 "," 2,763 "," 3,143 "," 2,681 "," 3,523 "," 3,352 "," 3,203 "," 3,204 "," 2,112 "," 2,866 "," 3,402 "," 3,271 "," 3,337 "," 1,780 "," 3,337 ",100%,2%,7%
,VVO,Bảo vệ,Security," 1,213 "," 1,168 "," 1,197 "," 1,201 "," 1,162 "," 1,195 "," 1,165 "," 1,300 "," 1,128 "," 1,176 ", 537 , 347 , 442 , 236 , 442 ,100%,27%,-64%
,VVO,Vệ sinh,Cleaning_Center," 3,504 "," 3,484 "," 3,475 "," 3,464 "," 3,489 "," 2,462 "," 6,477 "," 4,430 "," 4,261 "," 4,253 "," 4,218 "," 4,238 "," 4,228 "," 2,255 "," 4,228 ",100%,0%,21%
,VVO,Khác,Others," 2,552 "," 2,441 "," 2,819 "," 2,732 "," 2,754 "," 3,322 "," 2,856 "," 2,524 "," 2,388 "," 2,498 "," 2,717 "," 2,429 "," 2,974 "," 1,372 "," 2,573 ",87%,6%,1%
,VVO,Chi phí cố định - Thuê,Total Fixed cost-rental," 37,245 "," 38,915 "," 40,120 "," 39,002 "," 39,513 "," 39,453 "," 39,527 "," 40,906 "," 43,978 "," 38,568 "," 40,784 "," 42,246 "," 41,515 "," 22,141 "," 41,515 ",100%,-2%,11%
,VVO,Chi phí cố định - Khác,Total Fixed costs - Others," 3,477 "," 3,138 "," 2,725 "," 3,073 "," 3,069 "," 3,119 "," 3,427 "," 3,006 "," 3,675 "," 3,159 "," 2,597 "," 2,834 "," 2,715 "," 1,448 "," 2,715 ",100%,-4%,-22%
,VVO,TỔNG CHI PHÍ,TOTAL COST," 168,574 "," 166,008 "," 164,529 "," 171,238 "," 165,806 "," 164,450 "," 171,955 "," 151,572 "," 124,272 "," 160,289 "," 148,212 "," 148,547 "," 175,149 "," 71,217 "," 133,533 ",76%,-10%,-21%
,VVO,,,,,,,,,,,,,,,,,,,,
,VVO,CASH EBITDA,," 26,802 "," 4,849 "," (8,142)"," 17,179 ", (38), 800 ," (6,752)"," (42,550)"," (65,126)"," 15,286 "," (3,758)"," (21,387)"," 37,851 "," (29,905)"," (56,072)",-40%,-29%,-40%
,VVO,CASH EBITDA MARGIN,,14%,3%,-5%,9%,0%,0%,-4%,-39%,-110%,9%,-3%,-17%,18%,-72%,-72%,,,
,VVO,Staffing % Revenue,,17%,19%,22%,18%,21%,22%,22%,35%,60%,21%,23%,29%,15%,45%,45%,,,
,VVO,Fixed cost % Revenue,,15%,17%,20%,16%,18%,17%,20%,27%,45%,14%,20%,23%,14%,38%,38%,,,
,VVO,Fixed cost -Rental % Revenue,,19%,23%,26%,21%,24%,24%,24%,38%,74%,22%,28%,33%,19%,54%,54%,,,
,,,,,,,,,,,,,,,,,,,,,
12,PBH,Doanh thu NMS,NMS," 42,259 "," 38,988 "," 31,029 "," 29,936 "," 41,954 "," 33,779 "," 27,573 "," 20,319 "," 10,457 "," 39,601 "," 38,381 "," 15,922 "," 55,000 "," 13,047 "," 24,463 ",44%,54%,-42%
,PBH,Doanh thu PT,PT," 45,696 "," 39,407 "," 38,970 "," 23,224 "," 21,376 "," 27,562 "," 35,579 "," 24,304 "," 4,835 "," 19,911 "," 18,275 "," 17,371 "," 44,000 "," 6,415 "," 12,028 ",27%,-31%,-74%
,PBH,Doanh thu Supplement,Supplement," 1,036 ", 862 , 589 , 878 ," 1,157 ", 686 , 471 , 141 , -   , 332 , 491 , 272 ," 2,000 ", -   , -   ,0%,-100%,-100%
,PBH,Doanh thu Y&I,Y&I," (1,976)"," 3,865 "," 2,081 ", -   ," 3,026 "," 4,012 "," 1,120 "," 1,540 ", 155 ," 2,164 ", -   ," 3,131 ", -   ," 1,104 "," 2,071 ",0%,-34%,-205%
,PBH,Doanh thu Hypoxi,Hypoxi, 28 , 28 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%,0%,-100%
,PBH,Doanh thu VAS,VAS, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%,0%,0%
,PBH,Doanh thu Califresh & Retail,Califresh and Retail," 2,630 "," 2,605 "," 3,052 "," 2,997 "," 2,784 "," 2,151 "," 2,827 "," 2,577 "," 1,430 "," 2,073 "," 1,751 "," 1,825 "," 2,500 ", 824 ," 1,545 ",62%,-15%,-41%
,PBH,TỔNG DOANH THU,TOTAL REVENUE," 89,673 "," 85,755 "," 75,721 "," 57,036 "," 70,297 "," 68,190 "," 67,571 "," 48,881 "," 16,878 "," 64,081 "," 58,898 "," 38,521 "," 94,000 "," 21,390 "," 40,107 ",43%,4%,-55%
,PBH,,,,,,,,,,,,,,,,,,,,
,PBH,Chi phí biến đổi theo doanh thu,Total Variable Cost," 30,647 "," 31,433 "," 29,634 "," 24,725 "," 32,187 "," 28,743 "," 25,325 "," 17,760 "," 5,834 "," 19,720 "," 18,120 "," 13,011 "," 31,259 "," 7,113 "," 13,337 ",43%,3%,-56%
,PBH,Chi phí lương,Total Staffing cost," 23,234 "," 22,677 "," 24,729 "," 26,028 "," 23,922 "," 24,314 "," 24,306 "," 23,761 "," 23,294 "," 24,127 "," 27,557 "," 26,637 "," 25,309 "," 14,452 "," 27,097 ",107%,2%,17%
,PBH,Chi phí lương - NMS,Staffing - NMS," 4,959 "," 5,025 "," 6,146 "," 6,431 "," 4,410 "," 4,797 "," 5,386 "," 4,839 "," 5,140 "," 7,244 "," 8,092 "," 8,086 "," 6,700 "," 4,314 "," 8,089 ",121%,0%,63%
,PBH,Chi phí lương - PT,Staffing - PT," 5,909 "," 5,515 "," 5,627 "," 6,333 "," 6,349 "," 6,932 "," 6,766 "," 5,847 "," 5,760 "," 4,102 "," 6,408 "," 5,617 "," 5,719 "," 3,207 "," 6,013 ",105%,7%,2%
,PBH,Chi phí lương - Hypoxi,Staffing - Hypoxi, 607 , 479 , 499 , 508 , 243 , 256 , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%,0%,-100%
,PBH,Chi phí lương - Califresh,Staffing - CAA, 790 , 826 ," 1,386 "," 1,167 "," 1,252 "," 1,113 "," 1,123 "," 1,103 ", 857 , 952 ," 1,035 "," 1,019 "," 1,104 ", 548 ," 1,027 ",93%,1%,30%
,PBH,Chi phí lương - Spa,Staffing - Spa, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%,0%,0%
,PBH,Chi phí lương - Yoga,Staffing - Yoga," 5,281 "," 4,991 "," 5,138 "," 5,232 "," 5,341 "," 5,306 "," 4,932 "," 5,341 "," 5,361 "," 5,303 "," 5,320 "," 5,264 "," 5,320 "," 2,822 "," 5,292 ",99%,1%,0%
,PBH,Chi phí lương - GX,Staffing - GX, 437 , 406 , 403 , 431 , 449 , 415 , 405 , 415 , 418 , 379 , 385 , 384 , 385 , 205 , 384 ,100%,0%,-12%
,PBH,Chi phí lương - MS,Staffing - MS," 4,591 "," 4,770 "," 4,953 "," 5,354 "," 5,299 "," 4,890 "," 5,087 "," 5,546 "," 5,110 "," 5,518 "," 5,726 "," 5,608 "," 5,491 "," 3,023 "," 5,667 ",103%,1%,23%
,PBH,Chi phí lương - CMO,Staffing - CMO, 660 , 664 , 578 , 573 , 578 , 605 , 607 , 669 , 647 , 629 , 590 , 659 , 590 , 333 , 625 ,106%,-5%,-5%
,PBH,Chi phí cố định,Total Fixed cost," 17,081 "," 17,090 "," 18,309 "," 19,394 "," 18,631 "," 19,787 "," 17,812 "," 19,654 "," 15,583 "," 16,178 "," 20,275 "," 19,816 "," 18,691 "," 10,691 "," 20,045 ",107%,1%,17%
,PBH,Sửa chữa & bảo trì,Repair & maintenance, 514 ," 1,010 ", 369 ," 2,761 "," 1,169 "," 1,500 ", 284 ," 1,251 ", 233 ," 1,115 ", 572 , 996 ," 1,490 ", 418 , 784 ,53%,-21%,53%
,PBH,Vật tư tiêu hao,Supplies," 1,794 "," 1,788 "," 2,197 "," 2,051 "," 2,334 "," 2,211 "," 2,408 "," 2,061 "," 1,377 "," 1,417 "," 1,675 "," 2,102 "," 1,981 "," 1,007 "," 1,889 ",95%,-10%,5%
,PBH,Vật tư tiêu hao,Utilities," 6,904 "," 6,787 "," 7,719 "," 6,928 "," 7,244 "," 7,465 "," 7,165 "," 7,250 "," 6,998 "," 5,978 "," 9,007 "," 9,030 "," 7,261 "," 4,810 "," 9,019 ",124%,0%,31%
,PBH,Chi phí chung khác,Other OH," 7,869 "," 7,505 "," 8,024 "," 7,653 "," 7,884 "," 8,611 "," 7,955 "," 9,092 "," 6,975 "," 7,667 "," 9,020 "," 7,687 "," 7,958 "," 4,455 "," 8,354 ",105%,9%,6%
,PBH,Giặt khăn,Laundry Service," 1,850 "," 1,775 "," 1,982 "," 1,935 "," 1,941 "," 1,979 "," 2,027 "," 1,858 "," 1,410 "," 1,597 "," 1,935 "," 1,861 "," 1,898 "," 1,012 "," 1,898 ",100%,2%,3%
,PBH,Bảo vệ,Security, 681 , 657 , 717 , 632 , 655 , 677 , 655 , 737 , 739 , 664 , 403 , 313 , 358 , 191 , 358 ,100%,14%,-47%
,PBH,Vệ sinh,Cleaning_Center," 2,889 "," 2,878 "," 2,864 "," 2,861 "," 2,870 "," 3,183 "," 3,182 "," 3,298 "," 2,571 "," 3,310 "," 3,292 "," 3,298 "," 3,295 "," 1,757 "," 3,295 ",100%,0%,14%
,PBH,Khác,Others," 2,449 "," 2,196 "," 2,460 "," 2,224 "," 2,419 "," 2,772 "," 2,092 "," 3,199 "," 2,254 "," 2,095 "," 3,390 "," 2,215 "," 2,407 "," 1,495 "," 2,803 ",116%,27%,14%
,PBH,Chi phí cố định - Thuê,Total Fixed cost-rental," 11,468 "," 11,926 "," 12,678 "," 13,469 "," 12,787 "," 12,840 "," 12,897 "," 13,214 "," 15,044 "," 12,847 "," 13,248 "," 14,146 "," 13,697 "," 7,305 "," 13,697 ",100%,-3%,19%
,PBH,Chi phí cố định - Khác,Total Fixed costs - Others," 1,395 "," 1,644 "," 1,568 "," 1,672 "," 1,308 "," 1,613 "," 1,672 "," 1,559 "," 1,435 "," 1,442 "," 1,459 "," 1,090 "," 1,275 ", 680 ," 1,275 ",100%,17%,-9%
,PBH,TỔNG CHI PHÍ,TOTAL COST," 83,825 "," 84,770 "," 86,917 "," 85,288 "," 88,835 "," 87,297 "," 82,012 "," 75,948 "," 61,189 "," 74,313 "," 80,658 "," 74,701 "," 90,230 "," 40,241 "," 75,451 ",84%,1%,-10%
,PBH,,,,,,,,,,,,,,,,,,,,
,PBH,CASH EBITDA,," 5,847 ", 986 ," (11,196)"," (28,252)"," (18,538)"," (19,107)"," (14,441)"," (27,067)"," (44,311)"," (10,232)"," (21,760)"," (36,179)"," 3,770 "," (18,850)"," (35,344)",-41%,3%,-45%
,PBH,CASH EBITDA MARGIN,,7%,1%,-15%,-50%,-26%,-28%,-21%,-55%,-263%,-16%,-37%,-94%,4%,-88%,-88%,,,
,PBH,Staffing % Revenue,,26%,26%,33%,46%,34%,36%,36%,49%,138%,38%,47%,69%,27%,68%,68%,,,
,PBH,Fixed cost % Revenue,,19%,20%,24%,34%,27%,29%,26%,40%,92%,25%,34%,51%,20%,50%,50%,,,
,PBH,Fixed cost -Rental % Revenue,,13%,14%,17%,24%,18%,19%,19%,27%,89%,20%,22%,37%,15%,34%,34%,,,
,,,,,,,,,,,,,,,,,,,,,
13,NTC,Doanh thu NMS,NMS," 71,908 "," 77,076 "," 64,040 "," 59,161 "," 56,668 "," 32,632 "," 59,678 "," 45,497 "," 18,305 "," 48,129 "," 63,013 "," 38,116 ", -   ," 17,036 "," 31,942 ",0%,-16%,-56%
,NTC,Doanh thu PT,PT," 59,670 "," 58,150 "," 59,701 "," 48,309 "," 34,169 "," 30,323 "," 62,802 "," 30,155 "," 12,937 "," 42,517 "," 41,944 "," 21,087 ", -   ," 8,554 "," 16,039 ",0%,-24%,-73%
,NTC,Doanh thu Supplement,Supplement," 1,955 "," 1,932 "," 1,962 "," 1,561 "," 1,386 ", 565 ," 1,773 ", 984 , 94 , 759 , 707 , 475 , -   , 31 , 58 ,0%,-88%,-97%
,NTC,Doanh thu Y&I,Y&I," 4,411 "," 1,010 "," 4,425 "," 5,350 "," 1,081 "," 2,229 ", -   ," 4,695 ", 155 ," 4,808 "," 1,111 "," 5,051 ", -   ," 2,598 "," 4,872 ",0%,-4%,10%
,NTC,Doanh thu Hypoxi,Hypoxi, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%,0%,0%
,NTC,Doanh thu VAS,VAS, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%,0%,0%
,NTC,Doanh thu Califresh & Retail,Califresh and Retail," 4,750 "," 4,455 "," 5,018 "," 4,796 "," 4,572 "," 4,833 "," 4,938 "," 4,837 "," 2,159 "," 2,582 "," 2,989 "," 2,693 ", -   ," 1,674 "," 3,139 ",0%,17%,-34%
,NTC,TỔNG DOANH THU,TOTAL REVENUE," 142,694 "," 142,623 "," 135,146 "," 119,178 "," 97,876 "," 70,583 "," 129,191 "," 86,168 "," 33,651 "," 98,795 "," 109,765 "," 67,421 "," 152,000 "," 29,893 "," 56,049 ",37%,-17%,-61%
,NTC,,,,,,,,,,,,,,,,,,,,
,NTC,Chi phí biến đổi theo doanh thu,Total Variable Cost," 45,459 "," 55,340 "," 50,895 "," 43,500 "," 37,823 "," 30,972 "," 44,517 "," 32,344 "," 11,073 "," 34,703 "," 32,683 "," 23,645 "," 50,850 "," 10,000 "," 18,751 ",37%,-21%,-59%
,NTC,Chi phí lương,Total Staffing cost," 26,006 "," 28,602 "," 30,674 "," 33,967 "," 28,813 "," 30,174 "," 29,607 "," 30,245 "," 29,929 "," 27,909 "," 27,817 "," 26,426 "," 26,796 "," 14,465 "," 27,121 ",101%,3%,4%
,NTC,Chi phí lương - NMS,Staffing - NMS," 6,403 "," 6,569 "," 7,881 "," 9,491 "," 6,829 "," 6,780 "," 7,079 "," 7,048 "," 7,442 "," 5,455 "," 4,833 "," 4,668 "," 4,040 "," 2,534 "," 4,751 ",118%,2%,-26%
,NTC,Chi phí lương - PT,Staffing - PT," 6,714 "," 7,896 "," 9,133 "," 10,562 "," 8,138 "," 8,812 "," 8,208 "," 8,389 "," 8,426 "," 8,020 "," 8,976 "," 8,168 "," 8,885 "," 4,572 "," 8,572 ",96%,5%,28%
,NTC,Chi phí lương - Hypoxi,Staffing - Hypoxi, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%,0%,0%
,NTC,Chi phí lương - Califresh,Staffing - CAA," 1,249 "," 1,366 "," 1,283 "," 1,362 "," 1,399 "," 1,663 "," 1,493 "," 1,507 "," 1,280 "," 1,198 "," 1,317 "," 1,318 "," 1,386 ", 703 ," 1,318 ",95%,0%,6%
,NTC,Chi phí lương - Spa,Staffing - Spa, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%,0%,0%
,NTC,Chi phí lương - Yoga,Staffing - Yoga," 3,967 "," 4,062 "," 4,011 "," 3,998 "," 4,032 "," 4,510 "," 3,853 "," 3,862 "," 3,983 "," 3,971 "," 3,502 "," 3,167 "," 3,502 "," 1,778 "," 3,334 ",95%,5%,-16%
,NTC,Chi phí lương - GX,Staffing - GX, 792 ," 1,507 "," 1,229 "," 1,212 "," 1,182 "," 1,278 "," 1,204 "," 1,232 "," 1,225 "," 1,233 "," 1,220 ", 986 ," 1,220 ", 588 ," 1,103 ",90%,12%,39%
,NTC,Chi phí lương - MS,Staffing - MS," 5,482 "," 5,803 "," 5,795 "," 6,000 "," 5,886 "," 5,755 "," 6,389 "," 6,701 "," 6,086 "," 6,547 "," 6,780 "," 6,847 "," 6,573 "," 3,634 "," 6,813 ",104%,0%,24%
,NTC,Chi phí lương - CMO,Staffing - CMO," 1,400 "," 1,399 "," 1,341 "," 1,342 "," 1,347 "," 1,377 "," 1,382 "," 1,508 "," 1,486 "," 1,485 "," 1,190 "," 1,272 "," 1,190 ", 656 ," 1,231 ",103%,-3%,-12%
,NTC,Chi phí cố định,Total Fixed cost," 23,313 "," 19,212 "," 22,507 "," 20,702 "," 22,022 "," 21,034 "," 19,417 "," 21,516 "," 15,630 "," 17,574 "," 21,203 "," 20,367 "," 20,204 "," 11,086 "," 20,785 ",103%,2%,-11%
,NTC,Sửa chữa & bảo trì,Repair & maintenance," 1,798 "," 1,522 "," 2,750 "," 1,393 ", 537 ," 1,465 ", (452)," 1,830 ", 509 , 455 , 408 ," 1,970 ", 772 , 634 ," 1,189 ",154%,-40%,-34%
,NTC,Vật tư tiêu hao,Supplies," 3,094 "," 3,142 "," 3,417 "," 3,409 "," 4,015 "," 3,485 "," 3,151 "," 3,409 "," 2,322 "," 1,581 "," 3,495 "," 3,307 "," 3,173 "," 1,814 "," 3,401 ",107%,3%,10%
,NTC,Vật tư tiêu hao,Utilities," 9,483 "," 4,658 "," 7,242 "," 7,340 "," 8,494 "," 7,582 "," 7,638 "," 6,995 "," 5,524 "," 7,075 "," 7,551 "," 7,575 "," 7,143 "," 4,034 "," 7,563 ",106%,0%,-20%
,NTC,Chi phí chung khác,Other OH," 8,938 "," 9,890 "," 9,098 "," 8,559 "," 8,977 "," 8,503 "," 9,080 "," 9,282 "," 7,274 "," 8,463 "," 9,749 "," 7,515 "," 9,117 "," 4,604 "," 8,632 ",95%,15%,-3%
,NTC,Giặt khăn,Laundry Service," 3,440 "," 3,375 "," 3,318 "," 3,452 "," 3,459 "," 3,196 "," 3,367 "," 2,762 "," 2,482 "," 3,228 "," 4,233 "," 3,541 "," 3,887 "," 2,073 "," 3,887 ",100%,10%,13%
,NTC,Bảo vệ,Security, 653 , 629 , 694 , 646 , 627 , 649 , 627 , 709 , 711 , 776 , 774 , 773 , 774 , 413 , 774 ,100%,0%,19%
,NTC,Vệ sinh,Cleaning_Center," 3,164 "," 3,090 "," 3,075 "," 2,967 "," 3,081 "," 2,829 "," 3,296 "," 3,356 "," 2,445 "," 3,249 "," 2,036 "," 2,049 "," 2,043 "," 1,089 "," 2,043 ",100%,0%,-35%
,NTC,Khác,Others," 1,681 "," 2,796 "," 2,011 "," 1,494 "," 1,809 "," 1,829 "," 1,790 "," 2,455 "," 1,637 "," 1,209 "," 2,707 "," 1,151 "," 2,414 "," 1,029 "," 1,929 ",80%,68%,15%
,NTC,Chi phí cố định - Thuê,Total Fixed cost-rental," 15,704 "," 16,165 "," 17,066 "," 17,809 "," 18,404 "," 19,511 "," 17,087 "," 20,206 "," 24,858 "," 22,808 "," 22,773 "," 24,391 "," 23,582 "," 12,577 "," 23,582 ",100%,-3%,50%
,NTC,Chi phí cố định - Khác,Total Fixed costs - Others," 2,660 "," 2,485 "," 2,613 "," 2,857 "," 2,154 "," 1,972 "," 1,940 "," 2,466 "," 2,402 "," 2,056 "," 2,095 "," 1,639 "," 1,867 ", 996 ," 1,867 ",100%,14%,-30%
,NTC,TỔNG CHI PHÍ,TOTAL COST," 113,142 "," 121,804 "," 123,755 "," 118,836 "," 109,216 "," 103,664 "," 112,567 "," 106,777 "," 83,892 "," 105,049 "," 106,570 "," 96,468 "," 123,299 "," 49,123 "," 92,106 ",75%,-5%,-19%
,NTC,,,,,,,,,,,,,,,,,,,,
,NTC,CASH EBITDA,," 29,552 "," 20,820 "," 11,391 ", 342 ," (11,340)"," (33,081)"," 16,624 "," (20,609)"," (50,241)"," (6,254)"," 3,195 "," (29,048)"," 28,701 "," (19,230)"," (36,057)",-38%,-12%,-42%
,NTC,CASH EBITDA MARGIN,,21%,15%,8%,0%,-12%,-47%,13%,-24%,-149%,-6%,3%,-43%,19%,-64%,-64%,,,
,NTC,Staffing % Revenue,,18%,20%,23%,29%,29%,43%,23%,35%,89%,28%,25%,39%,18%,48%,48%,,,
,NTC,Fixed cost % Revenue,,16%,13%,17%,17%,23%,30%,15%,25%,46%,18%,19%,30%,13%,37%,37%,,,
,NTC,Fixed cost -Rental % Revenue,,11%,11%,13%,15%,19%,28%,13%,23%,74%,23%,21%,36%,16%,42%,42%,,,
,,,,,,,,,,,,,,,,,,,,,
14,CTC,Doanh thu NMS,NMS," 98,545 "," 73,307 "," 74,032 "," 57,514 "," 59,596 "," 43,194 "," 67,820 "," 52,926 "," 24,601 "," 55,248 "," 48,140 "," 61,934 "," 135,000 "," 29,572 "," 55,448 ",41%,-10%,-44%
,CTC,Doanh thu PT,PT," 141,725 "," 117,897 "," 106,570 "," 103,992 "," 125,605 "," 74,449 "," 99,439 "," 54,645 "," 5,326 "," 75,979 "," 100,339 "," 103,546 "," 100,000 "," 25,675 "," 48,140 ",48%,-54%,-66%
,CTC,Doanh thu Supplement,Supplement," 2,403 "," 4,264 "," 2,517 "," 2,382 "," 2,661 ", 838 ," 1,760 "," 1,125 ", 142 ," 1,061 "," 1,578 "," 1,290 "," 7,000 ", 245 , 460 ,7%,-64%,-81%
,CTC,Doanh thu Y&I,Y&I," 1,039 ", -   , -   , -   , -   ," 2,734 ", 840 , -   , -   , -   ," 2,239 ", 607 , -   , -   , -   ,0%,-100%,-100%
,CTC,Doanh thu Hypoxi,Hypoxi," 5,273 "," 7,206 "," 4,590 "," 3,017 "," 4,431 "," 3,522 "," 3,158 "," 1,775 "," 1,006 "," 3,966 "," 1,498 "," 2,165 "," 10,000 ", 280 , 526 ,5%,-76%,-90%
,CTC,Doanh thu VAS,VAS, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%,0%,0%
,CTC,Doanh thu Califresh & Retail,Califresh and Retail," 5,464 "," 5,325 "," 6,162 "," 5,070 "," 5,236 "," 5,858 "," 5,469 "," 5,640 "," 3,136 "," 2,859 "," 5,309 "," 5,371 "," 5,000 "," 1,633 "," 3,062 ",61%,-43%,-44%
,CTC,TỔNG DOANH THU,TOTAL REVENUE," 254,449 "," 207,998 "," 193,871 "," 171,976 "," 197,530 "," 130,595 "," 178,486 "," 116,111 "," 34,211 "," 139,114 "," 159,103 "," 174,913 "," 240,000 "," 57,405 "," 107,635 ",45%,-38%,-58%
,CTC,,,,,,,,,,,,,,,,,,,,
,CTC,Chi phí biến đổi theo doanh thu,Total Variable Cost," 71,899 "," 76,773 "," 64,247 "," 62,907 "," 63,881 "," 46,280 "," 52,504 "," 38,791 "," 7,832 "," 46,694 "," 50,181 "," 52,988 "," 74,534 "," 17,828 "," 33,427 ",45%,-37%,-54%
,CTC,Chi phí lương,Total Staffing cost," 33,733 "," 32,280 "," 34,045 "," 35,640 "," 32,320 "," 32,981 "," 33,766 "," 34,788 "," 34,931 "," 37,978 "," 41,251 "," 40,355 "," 38,906 "," 21,762 "," 40,803 ",105%,1%,21%
,CTC,Chi phí lương - NMS,Staffing - NMS," 6,913 "," 6,039 "," 6,727 "," 7,344 "," 5,561 "," 5,697 "," 6,991 "," 6,667 "," 7,244 "," 7,860 "," 10,253 "," 10,329 "," 8,860 "," 5,488 "," 10,291 ",116%,0%,49%
,CTC,Chi phí lương - PT,Staffing - PT," 11,265 "," 11,739 "," 11,125 "," 11,732 "," 10,385 "," 10,323 "," 10,444 "," 10,359 "," 11,151 "," 12,706 "," 13,176 "," 12,107 "," 12,487 "," 6,742 "," 12,641 ",101%,4%,12%
,CTC,Chi phí lương - Hypoxi,Staffing - Hypoxi," 1,383 ", 881 , 931 , 783 ," 1,018 "," 1,073 "," 1,163 "," 1,024 "," 1,027 ", 906 , 979 , 879 , 979 , 496 , 929 ,95%,6%,-33%
,CTC,Chi phí lương - Califresh,Staffing - CAA," 1,326 "," 1,467 "," 1,417 "," 1,515 "," 1,202 "," 1,285 "," 1,335 "," 1,333 "," 1,125 "," 1,160 "," 1,394 "," 1,323 "," 1,463 ", 725 ," 1,359 ",93%,3%,2%
,CTC,Chi phí lương - Spa,Staffing - Spa, 265 , 269 , 275 , 267 , 276 , 268 , 77 , 142 , 143 , 145 , 149 , 290 , -   , 117 , 219 ,0%,-24%,-17%
,CTC,Chi phí lương - Yoga,Staffing - Yoga," 3,850 "," 2,953 "," 3,455 "," 3,687 "," 3,681 "," 3,562 "," 3,847 "," 4,818 "," 4,827 "," 4,792 "," 4,810 "," 4,770 "," 4,810 "," 2,555 "," 4,790 ",100%,0%,24%
,CTC,Chi phí lương - GX,Staffing - GX, 546 , 598 ," 1,003 ", 603 , 667 , 903 , 624 , 634 , 755 , 732 , 791 , 833 , 791 , 433 , 812 ,103%,-3%,49%
,CTC,Chi phí lương - MS,Staffing - MS," 7,624 "," 7,770 "," 8,363 "," 8,826 "," 8,051 "," 8,481 "," 7,822 "," 8,201 "," 7,152 "," 8,109 "," 8,315 "," 8,315 "," 8,131 "," 4,435 "," 8,315 ",102%,0%,9%
